sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,residual_spread,safety_multiplier,attenuated
A099766128UI0NCS98N1E:validation:B001YTD3G4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3392871618270874,1.0,0
A10220YORA6MUU:validation:B006LRRQK8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.339227557182312,1.0,0
A103584DULBU65:validation:B00GXBEV0A,head,18,15,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3379194140434265,1.0,0
A103BJIOJSDJL1:validation:B004AIAVYS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3797059655189514,1.0,0
A1047EDJ84IMAS:validation:B00188IFHS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33173975348472595,1.0,0
A10WDRM4UQJ9EO:validation:B002QFGQAK,head,42,41,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.33710116147994995,1.0,0
A10X20OIBA96ND:validation:B003V265QW,head,41,39,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3368176221847534,1.0,0
A10Y5RD8QNMHEZ:validation:B002C7487U,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3570026457309723,1.0,0
A110OOYMFXQPDA:validation:B002H937FW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33795982599258423,1.0,0
A110PQTEI6THU7:validation:B0033VVJSK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3398936986923218,1.0,0
A116ZS3G8HEKQN:validation:B002WTC37A,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3380947709083557,1.0,0
A117Y5J7LC8SMP:validation:B000ITQ9WQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33871352672576904,1.0,0
A11HLJWFG5DO8K:validation:B006WVCF40,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33810126781463623,1.0,0
A11HXOFCYE85QE:validation:B0055HK65W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3801683783531189,1.0,0
A11JWVCT7N93NH:validation:B0094GGRTY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3369888663291931,1.0,0
A11NYM9RGQ95JA:validation:B000CC08VC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33896100521087646,1.0,0
A11SPSEM08VIXX:validation:B003EH20ZO,head,17,38,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3383910059928894,1.0,0
A11X1K0H5TXY0V:validation:B000SSNSAS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33324646949768066,1.0,0
A11XGZ5H4NOQTN:validation:B008KYKTFO,head,,79,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.33853963017463684,1.0,0
A11Y1NMAMM89HA:validation:B009K2BC2Y,tail,,86,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.35942673683166504,1.0,0
A1235J5HSC60MW:validation:B0007V9API,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33793309330940247,1.0,0
A124MQESI6PUUT:validation:B005R3IPJI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.35556837916374207,1.0,0
A125DHLL6C0V1I:validation:B000143AY8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33917075395584106,1.0,0
A12BJHX83NXLCS:validation:B005K85R5A,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33239808678627014,1.0,0
A12CKFYESWGOOJ:validation:B0030HTXTY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.35476529598236084,1.0,0
A12HACWR7QRA0Y:validation:B00EVM7OJS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33860138058662415,1.0,0
A12IRGQLFE4EBA:validation:B0039UT9QE,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3550529479980469,1.0,0
A12RD9GYU6NYFC:validation:B006YQ40ZA,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.3388517498970032,1.0,0
A12TCY12RMA0YE:validation:B003SRFD04,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3394263684749603,1.0,0
A12TIX7LTFA6KA:validation:B000UGVVHK,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3390182852745056,1.0,0
A12X9UY8B7SEQ6:validation:B0078PXU7U,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.37969455122947693,1.0,0
A13IEEF3PBMB0H:validation:B0036OJEFO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3398878574371338,1.0,0
A13K7DI5Q7UXSB:validation:B001J9LLX6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3422932028770447,1.0,0
A13LQFHBEWQBE6:validation:B008YRZA24,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3383738398551941,1.0,0
A140H49J7J4GPA:validation:B00KHH2VOY,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.3542225956916809,1.0,0
A14CJRV4WFT278:validation:B00920E03M,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3798983693122864,1.0,0
A14ENWEKTHCBXR:validation:B008FZ562E,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3393731713294983,1.0,0
A14GS4919RSRTU:validation:B00469CIMO,tail,,48,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.33411121368408203,1.0,0
A14HCVAESP0PPF:validation:B004TI3BKK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.37955233454704285,1.0,0
A14MULWQB7ZMLK:validation:B00AFCP9FO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.35810190439224243,1.0,0
A14N9YGGSY9MWQ:validation:B0014G59F0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3407711386680603,1.0,0
A14NHXPYTSZ2HT:validation:B00K861Z4G,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33318567276000977,1.0,0
A14SMPKVVKL7OC:validation:B000WM2V9O,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3380875289440155,1.0,0
A14VLF7TJF5LHD:validation:B001G52ZHO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3392986059188843,1.0,0
A14ZQ6SY0IX99F:validation:B00027DMSI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3377476930618286,1.0,0
A158XRI6AASL6:validation:B004NG0QJ2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.379828542470932,1.0,0
A15BI2LVYM2GIW:validation:B00HNKRWX8,head,37,31,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3355618715286255,1.0,0
A15DMAQKO3I0PX:validation:B000EBZ7XK,head,4,3,1,1.0,0.43067655807339306,1.0,1.0,0.5,1.0,1,0,0.35716038942337036,1.0,0
A15FS5MQ5C1OVU:validation:B005C1FNL8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33835113048553467,1.0,0
A15GLA5W3FT2RB:validation:B006IBM21K,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.34048736095428467,1.0,0
A15O192EI39W4V:validation:B00375L8JC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.35773664712905884,1.0,0
A15U1Z3N0L3C12:validation:B004YBW5T0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33802613615989685,1.0,0
A15UB831MFD7SS:validation:B008A76RKW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3802454471588135,1.0,0
A15WIF4WWIIJ0C:validation:B005Z41P28,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33417990803718567,1.0,0
A16NKS38QSBLZ9:validation:B003H8180I,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3343386650085449,1.0,0
A16QWIQQJI1N2:validation:B003FS3L9G,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33865731954574585,1.0,0
A16VM71BLBCMMK:validation:B008B4TIPA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33825358748435974,1.0,0
A16Z2OECAUX8Z4:validation:B00CTKKE7I,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33181828260421753,1.0,0
