sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,gate_probability,gate_applied,residual_spread
A104SG9QZ92UAH:validation:B0081D76VE,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6911396384239197,1,0.3576507866382599
A1051DBTLWP5A2:validation:B002C4BAHO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4759601950645447,1,0.3032870888710022
A10A3X3DM3DSWT:validation:B00000DMD2,head,34,25,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.4655018746852875,1,0.32020702958106995
A10DB8F2M9TTOJ:validation:B006GGCO1K,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6733057498931885,1,0.3590835928916931
A10L132FI5QHV6:validation:B008FB7PGS,tail,16,15,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.46321597695350647,1,0.3104363679885864
A10Z8FC0SMU5VQ:validation:B00005O6B7,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2844318449497223,1,0.2766963839530945
A1170CQK2UKXTO:validation:B000GUEXBG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4357714354991913,1,0.31107497215270996
A117A9HZC25ARO:validation:B0013EP1CO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7463124990463257,1,0.3592093586921692
A11EIDY6DD40CS:validation:B000099Z8H,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3277586102485657,1,0.28001612424850464
A11FV5SOPO09DK:validation:B009T45X82,head,12,16,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.5734360814094543,1,0.34287405014038086
A11O9OV93AFEHF:validation:B007XVYSDE,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.46800124645233154,1,0.31044524908065796
A11QM8IY2QS1F5:validation:B001RNC1EM,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4279739558696747,1,0.3058662414550781
A11YC5X2KDI12X:validation:B00C2P770W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6473470330238342,1,0.34064894914627075
A129PHJ3YO5JH7:validation:B0083TXXZ4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6139537692070007,1,0.3242719769477844
A12F1PQRSJBGPV:validation:161661658X,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5565428733825684,1,0.3342319130897522
A12N345ZBT54K:validation:B005PXVP88,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6394407153129578,1,0.3585788607597351
A12PSNCVDQRWR7:validation:B003EIK136,head,6,5,1,1.0,0.3562071871080222,1.0,1.0,0.38685280723454163,1.0,1,0,0.4743576943874359,1,0.3078249990940094
A12R3UNL31XXBW:validation:B007AR5268,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3828493356704712,1,0.2990148067474365
A139EDZNBVH4AX:validation:B00HB7GRTS,tail,9,7,1,1.0,0.3010299956639812,1.0,1.0,0.3333333333333333,1.0,1,0,0.6626062989234924,1,0.33836492896080017
A13AI6YC5O244F:validation:B00068S82I,tail,5,4,1,1.0,0.38685280723454163,1.0,1.0,0.43067655807339306,1.0,1,0,0.6129693984985352,1,0.3299318850040436
A13B7EVEAQW0IP:validation:B001AQ71HS,head,17,16,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3339489698410034,1,0.2939889430999756
A13DB60LCNF7QU:validation:B00BG8F0H8,head,18,34,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.5307533740997314,1,0.3342965543270111
A13IBA8PM2LVB0:validation:B003O1XJ2S,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.47205138206481934,1,0.3462941646575928
A13JLK9XHEWA7C:validation:B001US4DOK,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.49974608421325684,1,0.3093743920326233
A13LNZ4M8212FP:validation:B007DW6DYU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5283007025718689,1,0.3088115453720093
A13QOK3SKIT9QL:validation:B005GWWYBA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6845706701278687,1,0.3485124111175537
A13RRTU6I8IXSY:validation:B002THXRWK,head,,95,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.5278720259666443,1,0.316478431224823
A13TUDSG4QK0P0:validation:B004PBHCAG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.309461772441864,1,0.2780042290687561
A13VB2S47NBEHY:validation:B00AZZFT4M,tail,25,19,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.790700376033783,1,0.35873663425445557
A1402C1PCSSBDU:validation:B001NFTQFG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.49155551195144653,1,0.31114062666893005
A140ICK18NAAYR:validation:B0002HWFBS,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.5206502676010132,1,0.3193519711494446
A14N3XLSXIJFSG:validation:B00804BCO6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.39856064319610596,1,0.2962033152580261
A14X8PU4E3APFE:validation:B000F3V2MW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6433461904525757,1,0.334805965423584
A153JKH35P5N2I:validation:B00A88E8NE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5915438532829285,1,0.3376876413822174
A15E6K4ZILA22P:validation:B001DZLLDG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7012662887573242,1,0.3590286374092102
A15Q9YEG1XPEJN:validation:B000FSIJ0K,head,39,38,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.7269889712333679,1,0.35778623819351196
A16BYDIT21IYHR:validation:B000LSZVKA,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.5864638686180115,1,0.3388180732727051
A16EIVIBBXFAQ0:validation:B00IVFCGIA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6541955471038818,1,0.35721850395202637
A16J0ZE2YY07Q6:validation:B00000IWGQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5590155720710754,1,0.3121625781059265
A16Q1LYIDE2WDZ:validation:B008B68IEA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6186162829399109,1,0.32337063550949097
A16QODENBJVUI1:validation:B00AW6XYLE,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8305119872093201,1,0.36131107807159424
A16S04WKNCZHJI:validation:B002KE5GPS,head,6,7,1,1.0,0.3562071871080222,1.0,1.0,0.3333333333333333,1.0,1,0,0.4792203903198242,1,0.30782291293144226
A16ZGHS7OVW2ML:validation:B00008W72D,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2959214150905609,1,0.2643894851207733
A1714DUFICLF6N:validation:B004UCBU6M,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5196045637130737,1,0.3325403332710266
A17771LTRWSKQ5:validation:B00FAQVVUC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3060947060585022,1,0.2700137197971344
A17KVLZE65YOKQ:validation:B00AGJ4HC2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5419958829879761,1,0.3146488070487976
A17OJRLUE3RYEJ:validation:B007U7M0WM,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.6003486514091492,1,0.3309304714202881
A17ZTM5OXAPRH0:validation:B00000IZQP,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5412915945053101,1,0.3233310580253601
A185O1OKRT4M8:validation:B000EQGT00,head,,54,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.643686830997467,1,0.3595563769340515
A1870QHI5BX494:validation:B004FEJ3VY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3109181821346283,1,0.2831403315067291
A188NTJ5LV8LA4:validation:B0084BPZES,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5811592936515808,1,0.30323904752731323
A18CF71GKLDS48:validation:B0007UB5VG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4544229805469513,1,0.3100261092185974
A18EORJUFYO2WE:validation:B006OBH98U,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7158399820327759,1,0.32954707741737366
A18OUQEK7IZ2F2:validation:B004781SW0,head,34,45,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.5924586653709412,1,0.3043413758277893
A18QMNPU6WYX06:validation:B002V3RCE6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6006399393081665,1,0.3570556938648224
A18QWGY3SYKY8U:validation:B000HGTV5W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31193286180496216,1,0.2731207609176636
A18YYHHSD6LZ2K:validation:B000HREOGM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.32407739758491516,1,0.28852763772010803
A19284DX9QYBYI:validation:B00CKH9NS6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4950363039970398,1,0.3262118101119995
A1954UXJEJLMFH:validation:B001P06GX4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.47959721088409424,1,0.3113938570022583
A1981KGW9BJUA4:validation:B004U5RD1A,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.49636581540107727,1,0.3202991485595703
