sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,residual_spread,safety_multiplier,attenuated
A00414041RD0BXM6WK0GX:validation:B00GRTQBTM,tail,,51,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.33828508853912354,1.0,0
A029527620Q3SK5XW16RR:validation:B001ET76EY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3145533800125122,1.0,0
A101E37WFPUEII:validation:B006L0XVEU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31088393926620483,1.0,0
A103ZVTCQUF348:validation:B007R6AOA6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31445908546447754,1.0,0
A10AVFDDU87KJ4:validation:B000271KR8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.32885223627090454,1.0,0
A10NJPRAGAWRCA:validation:B007PKSWQM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31733742356300354,1.0,0
A10X8YSZ83R2AJ:validation:B001LXMI3M,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31510549783706665,1.0,0
A10Y098YW7HDZJ:validation:B007L7XQT2,tail,,80,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.333739310503006,1.0,0
A11LGC72DJCXXZ:validation:B008PTPSF0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31184250116348267,1.0,0
A11LZHTXDHSHA8:validation:B0063TVD94,tail,,54,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.3280959725379944,1.0,0
A122QASAEOTNM8:validation:B001H54VJI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3101434111595154,1.0,0
A12BZU9LUL2AOY:validation:B004WPGXSW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31693968176841736,1.0,0
A12ID3728NY8AT:validation:B000HLH79E,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3139074444770813,1.0,0
A12LN1UTGCPU4R:validation:B005O30Q0M,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3643265664577484,1.0,0
A12RNPBA6RHPIG:validation:B001EXJPIU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30947649478912354,1.0,0
A12S38AVBTZ8HI:validation:B00F4VX9G2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31388619542121887,1.0,0
A12S548AI0R7DU:validation:B006OHM1M8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3119879961013794,1.0,0
A12VIA1V32XSZW:validation:B006ZBP8NM,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3163580894470215,1.0,0
A134C9GVEU5TQE:validation:B00GLS58SO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31609487533569336,1.0,0
A137GVYB96VNX3:validation:B007U90J5U,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3177875578403473,1.0,0
A13JU88JAHN72I:validation:B006L67FKK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31301426887512207,1.0,0
A13QVE6RCEFJGX:validation:B000GCQV9G,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3098936080932617,1.0,0
A13SJWLL0O7OYB:validation:B005GMYQ52,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3095378875732422,1.0,0
A13STKDYQO5DQ8:validation:B0008IV7BU,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31665733456611633,1.0,0
A1433NBG6QPR1D:validation:B009ND81NS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33636969327926636,1.0,0
A149I93AGD8XQV:validation:B007RTR89S,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3121448755264282,1.0,0
A14C1ATPQD4DY7:validation:B002UUT38I,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3152109384536743,1.0,0
A14DR2RP5PAKNS:validation:B004VMGTY4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3656699061393738,1.0,0
A14G3AZAND93VM:validation:B00GTBZOVE,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31412473320961,1.0,0
A14IKRE5S0GIL3:validation:B001V9OWNU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3116249144077301,1.0,0
A14NKDOVP17SPD:validation:B006UETRWC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3203449249267578,1.0,0
A14S8FSBB506VR:validation:B008VHGW7Y,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3164139986038208,1.0,0
A14X244VGHWPSX:validation:B00GZ18LL8,head,15,15,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.31499823927879333,1.0,0
A14Z6D3IRJ23F7:validation:B001TSQYHA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31600022315979004,1.0,0
A153K9PI177V6J:validation:B001U85CO0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3147696554660797,1.0,0
A15COO4M0DUCZX:validation:B007UM8ZGM,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.316475510597229,1.0,0
A15LK8DSFQZZ52:validation:B00GTBZI6A,head,23,21,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.31488215923309326,1.0,0
A15ONGXK0WGXOU:validation:B004Y9L926,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3164626359939575,1.0,0
A15UX89H2A2VZZ:validation:B00C7DYBX0,head,36,33,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.36417898535728455,1.0,0
A15ZZ0M4AZP8Z7:validation:B0021MLVA8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31630223989486694,1.0,0
A160X2GYUQNQW0:validation:B006NMY0MS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31156352162361145,1.0,0
A1645OHG1L9K34:validation:B005FVSH0O,head,37,35,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3155199885368347,1.0,0
A164KUCBIO67RY:validation:B002VA4FX0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3122987747192383,1.0,0
A169G2DYSGDBEL:validation:B008HRRWHM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3155999779701233,1.0,0
A16D1QTSZ0G68N:validation:B0082D9UZS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31361913681030273,1.0,0
A16DBWVWD7W4W8:validation:B001KYVLSU,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3159920275211334,1.0,0
A16HOF1WQ53ISU:validation:B004M7L1XW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3235524296760559,1.0,0
A16O41ZVTTGSDK:validation:B000NE6QP6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31048494577407837,1.0,0
A16WEI24KY91IY:validation:B003UNP20W,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3132210969924927,1.0,0
A16ZKKJHDWC44Y:validation:B00480JHWK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.36248111724853516,1.0,0
A17437N1L775IJ:validation:B00HSNWXTI,head,19,17,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.31514570116996765,1.0,0
A176MY89Y44PWX:validation:B001189I3A,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30941736698150635,1.0,0
A17A5EWM594WKZ:validation:B000NJJFBI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3114917278289795,1.0,0
A17FILE2EC6RFG:validation:B000AADG0G,tail,,52,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.3679594397544861,1.0,0
A17IEL3C0LQYRE:validation:B00A76CPUA,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.31681451201438904,1.0,0
A17RN0P9J4B11T:validation:B009RNUH7C,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3668349087238312,1.0,0
A17UEV3W4G7WJL:validation:B002PBLH3Q,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3084595203399658,1.0,0
A17WAAOYWQFY2T:validation:B002PBLH3Q,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31016746163368225,1.0,0
