sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,residual_spread,safety_multiplier,attenuated
A034597326Z83X79S50FI:validation:B004W1T8YW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3040771782398224,1.0,0
A1085B05L8F56S:validation:B007SM3582,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31950294971466064,1.0,0
A10BTP0CXOVTZ:validation:B005KIQE16,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.284641832113266,1.0,0
A10I05QBEOVVI9:validation:B007HVGD6K,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.2811080515384674,1.0,0
A10I54XL73TRLK:validation:B00E3ECKGG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.34162071347236633,1.0,0
A10L9NQO44OLOU:validation:B0044T2KBU,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3112748861312866,1.0,0
A10PEXB6XAQ5XF:validation:1932188126,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33983176946640015,1.0,0
A10TB10B5FED71:validation:B000NVW07M,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2810767590999603,1.0,0
A111EZSVVQ1AL9:validation:B004CSD3PU,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31236040592193604,1.0,0
A112JF58KKB8LP:validation:B003UNWV60,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31714075803756714,1.0,0
A11FW5TMTDTQO4:validation:B00C6VPC22,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3103567957878113,1.0,0
A11HZR9PO8530U:validation:B006O6EOX8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31504470109939575,1.0,0
A11I5FICGS8032:validation:B00000J048,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30089524388313293,1.0,0
A11IFBSF8AMW9M:validation:B005ZCY36K,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.35686713457107544,1.0,0
A11LNY2OLQSUSV:validation:B00ARWCFFO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3543732762336731,1.0,0
A11N9M2212IPJ:validation:B0009K6JYW,tail,24,19,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.33363083004951477,1.0,0
A11NTAJDD9CKAD:validation:B000FAB7I4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3193534314632416,1.0,0
A11SPSEM08VIXX:validation:B00EAHXOWA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31410160660743713,1.0,0
A11VQ0T0RHR4BC:validation:B004RQ64Q2,tail,49,44,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3587767481803894,1.0,0
A11WMA3BAH72:validation:B00CEUMJ62,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.31637585163116455,1.0,0
A123SDVPVRUUMZ:validation:B00A850R3W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.354666531085968,1.0,0
A124VKWCXT8IO9:validation:B00840LCB4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3582841157913208,1.0,0
A12DKDS7LRQSL:validation:B00BU0AYHS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.29679155349731445,1.0,0
A12EHHZOEG7SLJ:validation:B00B3U7SMO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.28489354252815247,1.0,0
A12G8WFVFU2RGO:validation:B00000K3BR,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30183282494544983,1.0,0
A12H962PICP3I8:validation:B005VPRDAY,head,20,18,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3121979832649231,1.0,0
A12HB5Q1ZI3IXJ:validation:B0057VQXN0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3046966791152954,1.0,0
A12I1XTSARFJW2:validation:B00569DOTO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30265140533447266,1.0,0
A12KPYPQOJZKX2:validation:B0078XJVR0,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.29784321784973145,1.0,0
A12P2DIQFEDVTM:validation:B000F3V2MW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3144415616989136,1.0,0
A12T92R6PLL8V7:validation:B00021H91U,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3133116066455841,1.0,0
A12VNUQ0KYG1XB:validation:B00CMHWSMW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3569675087928772,1.0,0
A131JJUYSKVM4J:validation:B00008PVZG,tail,15,13,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3559149503707886,1.0,0
A13293DOYMPAB5:validation:B00C8526SY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30507880449295044,1.0,0
A13CIKH3UXEKTP:validation:B0073I1VRS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3159768283367157,1.0,0
A13CZE489JKH5:validation:B007RDGKK2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33313387632369995,1.0,0
A13JMDUWUKM6A1:validation:B00000ITIV,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3421076536178589,1.0,0
A13KNCFLH0IH2G:validation:B00AA7V1N8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3036394417285919,1.0,0
A13KOB3MV0UKP4:validation:B0055PLOS2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.317685067653656,1.0,0
A13L503ICIEGOI:validation:B006FSWY46,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3071463108062744,1.0,0
A13QCAZEFF68FK:validation:B00EQ0UQCM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31334516406059265,1.0,0
A13XBAXB99R1TF:validation:B005HRMYAU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2973102331161499,1.0,0
A13XSS72WHGQUC:validation:B007R3NTME,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3066917359828949,1.0,0
A142R054O5MI9S:validation:B00CI6JPNC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30756276845932007,1.0,0
A143F8QE8SNCKY:validation:B007J3F99S,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.35806477069854736,1.0,0
A14638TGYH7GD9:validation:B00EC901O0,tail,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.30704841017723083,1.0,0
A1471IW2S85363:validation:B00C5IN4T4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3076237440109253,1.0,0
A14DU1XG5WW3YN:validation:B005JTEZGM,tail,33,29,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.34284356236457825,1.0,0
A14KGTLUYL9B07:validation:B004ZAKXIU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31004661321640015,1.0,0
A14MYITLIZ25X7:validation:B0045H0L1W,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3384256362915039,1.0,0
A14NMJAR560Q33:validation:B000EOEAFI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.28458335995674133,1.0,0
A14NQD4RHMM542:validation:B00CS1WD9A,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.28035756945610046,1.0,0
A14TD41I1VY0J9:validation:B006OG75ES,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3089154362678528,1.0,0
A14Y50K20PE7VA:validation:B004S6DXKG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3420152962207794,1.0,0
A150JNSC0KXI6R:validation:B001EO1T74,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3060065507888794,1.0,0
A152419GA05GXU:validation:B00BIDJP2W,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3571687936782837,1.0,0
A1547GEN3CH26U:validation:B0083J768O,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3100111186504364,1.0,0
A15AQXDR7YBT6V:validation:B003Y55562,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3090287446975708,1.0,0
A15CYTGJHY8248:validation:B000F676D8,head,4,3,1,1.0,0.43067655807339306,1.0,1.0,0.5,1.0,1,0,0.34381103515625,1.0,0
A15DT4CFL1L32Z:validation:B0090BZBSQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3112073540687561,1.0,0
A15LK8DSFQZZ52:validation:B00CPHX75G,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31199586391448975,1.0,0
A15V4TJBVYLK94:validation:B00004UFOO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31282296776771545,1.0,0
A167VTVMWP0BW8:validation:B006OG74YO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.313922643661499,1.0,0
A16AE1KKX8BUF5:validation:B00859GJWQ,head,35,30,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.31300216913223267,1.0,0
A16PPE8U5G9IZL:validation:B00005BXJ0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3566967248916626,1.0,0
A16RG2G0QAXVE5:validation:B005QZP31U,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30407190322875977,1.0,0
