sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,gate_probability,soft_multiplier,residual_spread
A034597326Z83X79S50FI:validation:B004W1T8YW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4428789019584656,1.0,0.30637821555137634
A1085B05L8F56S:validation:B007SM3582,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6361480355262756,1.0,0.32076042890548706
A10BTP0CXOVTZ:validation:B005KIQE16,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.24325774610042572,1.0,0.3074182868003845
A10I05QBEOVVI9:validation:B007HVGD6K,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.6474977731704712,1.0,0.3022795617580414
A10I54XL73TRLK:validation:B00E3ECKGG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.24000343680381775,1.0,0.3350381851196289
A10L9NQO44OLOU:validation:B0044T2KBU,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7767477035522461,1.0,0.30897000432014465
A10PEXB6XAQ5XF:validation:1932188126,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.10639654844999313,1.0,0.337104856967926
A10TB10B5FED71:validation:B000NVW07M,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2324526458978653,1.0,0.30979517102241516
A111EZSVVQ1AL9:validation:B004CSD3PU,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3577413260936737,1.0,0.3123914301395416
A112JF58KKB8LP:validation:B003UNWV60,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6954679489135742,1.0,0.31234246492385864
A11FW5TMTDTQO4:validation:B00C6VPC22,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.861444890499115,1.0,0.3326389789581299
A11HZR9PO8530U:validation:B006O6EOX8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7117829322814941,1.0,0.3114340901374817
A11I5FICGS8032:validation:B00000J048,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30890750885009766,1.0,0.3101816177368164
A11IFBSF8AMW9M:validation:B005ZCY36K,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.3090912699699402,1.0,0.36796751618385315
A11LNY2OLQSUSV:validation:B00ARWCFFO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4105513095855713,1.0,0.36785778403282166
A11N9M2212IPJ:validation:B0009K6JYW,tail,24,19,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.35486462712287903,1.0,0.3365008533000946
A11NTAJDD9CKAD:validation:B000FAB7I4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.39142554998397827,1.0,0.31546199321746826
A11SPSEM08VIXX:validation:B00EAHXOWA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6406545639038086,1.0,0.3095805048942566
A11VQ0T0RHR4BC:validation:B004RQ64Q2,tail,49,46,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.23388725519180298,1.0,0.37082329392433167
A11WMA3BAH72:validation:B00CEUMJ62,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.5955420136451721,1.0,0.31298887729644775
A123SDVPVRUUMZ:validation:B00A850R3W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31183257699012756,1.0,0.3687676787376404
A124VKWCXT8IO9:validation:B00840LCB4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.29232531785964966,1.0,0.3700781464576721
A12DKDS7LRQSL:validation:B00BU0AYHS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4867440462112427,1.0,0.30620139837265015
A12EHHZOEG7SLJ:validation:B00B3U7SMO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.46034321188926697,1.0,0.30910173058509827
A12G8WFVFU2RGO:validation:B00000K3BR,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7370562553405762,1.0,0.31232327222824097
A12H962PICP3I8:validation:B005VPRDAY,head,20,17,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.5211792588233948,1.0,0.31066757440567017
A12HB5Q1ZI3IXJ:validation:B0057VQXN0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3531244397163391,1.0,0.3080601692199707
A12I1XTSARFJW2:validation:B00569DOTO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6445499658584595,1.0,0.3119833469390869
A12KPYPQOJZKX2:validation:B0078XJVR0,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.5657710433006287,1.0,0.31047314405441284
A12P2DIQFEDVTM:validation:B000F3V2MW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6628788113594055,1.0,0.3089730143547058
A12T92R6PLL8V7:validation:B00021H91U,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4248277544975281,1.0,0.3106171488761902
A12VNUQ0KYG1XB:validation:B00CMHWSMW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3231746554374695,1.0,0.3691501319408417
A131JJUYSKVM4J:validation:B00008PVZG,tail,15,13,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.6767551898956299,1.0,0.36813443899154663
A13293DOYMPAB5:validation:B00C8526SY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3545913100242615,1.0,0.3084794878959656
A13CIKH3UXEKTP:validation:B0073I1VRS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5690817832946777,1.0,0.3113403022289276
A13CZE489JKH5:validation:B007RDGKK2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5972636342048645,1.0,0.34594911336898804
A13JMDUWUKM6A1:validation:B00000ITIV,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3695240318775177,1.0,0.33522841334342957
A13KNCFLH0IH2G:validation:B00AA7V1N8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7907312512397766,1.0,0.3057546615600586
A13KOB3MV0UKP4:validation:B0055PLOS2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.54792320728302,1.0,0.31246429681777954
A13L503ICIEGOI:validation:B006FSWY46,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.519784152507782,1.0,0.3099232316017151
A13QCAZEFF68FK:validation:B00EQ0UQCM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5186509490013123,1.0,0.3091447949409485
A13XBAXB99R1TF:validation:B005HRMYAU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7141255736351013,1.0,0.3074585199356079
A13XSS72WHGQUC:validation:B007R3NTME,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.37724626064300537,1.0,0.3117380142211914
A142R054O5MI9S:validation:B00CI6JPNC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.37701764702796936,1.0,0.306968092918396
A143F8QE8SNCKY:validation:B007J3F99S,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4540382921695709,1.0,0.36967217922210693
A14638TGYH7GD9:validation:B00EC901O0,tail,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.38775622844696045,1.0,0.30958664417266846
A1471IW2S85363:validation:B00C5IN4T4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.43540143966674805,1.0,0.309421181678772
A14DU1XG5WW3YN:validation:B005JTEZGM,tail,33,30,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.30646976828575134,1.0,0.336309552192688
A14KGTLUYL9B07:validation:B004ZAKXIU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4238913357257843,1.0,0.30919018387794495
A14MYITLIZ25X7:validation:B0045H0L1W,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7726393342018127,1.0,0.33509618043899536
A14NMJAR560Q33:validation:B000EOEAFI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.521032452583313,1.0,0.3046594262123108
A14NQD4RHMM542:validation:B00CS1WD9A,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5895099639892578,1.0,0.3087911605834961
A14TD41I1VY0J9:validation:B006OG75ES,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.36322930455207825,1.0,0.3081727623939514
A14Y50K20PE7VA:validation:B004S6DXKG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.18868538737297058,1.0,0.3356069326400757
A150JNSC0KXI6R:validation:B001EO1T74,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5611644983291626,1.0,0.30932438373565674
A152419GA05GXU:validation:B00BIDJP2W,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31848573684692383,1.0,0.3701625168323517
A1547GEN3CH26U:validation:B0083J768O,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.47145965695381165,1.0,0.3373679518699646
A15AQXDR7YBT6V:validation:B003Y55562,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5606695413589478,1.0,0.30932432413101196
A15CYTGJHY8248:validation:B000F676D8,head,4,3,1,1.0,0.43067655807339306,1.0,1.0,0.5,1.0,1,0,0.5342742204666138,1.0,0.34064728021621704
A15DT4CFL1L32Z:validation:B0090BZBSQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4989027678966522,1.0,0.30929499864578247
A15LK8DSFQZZ52:validation:B00CPHX75G,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.39248257875442505,1.0,0.3072240948677063
A15V4TJBVYLK94:validation:B00004UFOO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8240227699279785,1.0,0.31291019916534424
A167VTVMWP0BW8:validation:B006OG74YO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33171600103378296,1.0,0.3111799359321594
A16AE1KKX8BUF5:validation:B00859GJWQ,head,35,31,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.4500724971294403,1.0,0.3086351156234741
A16PPE8U5G9IZL:validation:B00005BXJ0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2734474241733551,1.0,0.36938995122909546
A16RG2G0QAXVE5:validation:B005QZP31U,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3744739890098572,1.0,0.3078901469707489
A16TR8FX46WX13:validation:B007R1Z80W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.37359559535980225,1.0,0.3078630268573761
A16TYQNUVUB1F9:validation:B0007YDBLE,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5710521340370178,1.0,0.30341488122940063
A1776UH8PPT6WW:validation:B003DKJG7M,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.35488367080688477,1.0,0.3093593418598175
A17A5PQB68ZRG9:validation:B00HD3TFEE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4417826533317566,1.0,0.30650946497917175
A17B2QIN8RVRBJ:validation:B0074T643C,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6291439533233643,1.0,0.3307986855506897
A17B9QXLPCWX2B:validation:B008AG5VLE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5352907180786133,1.0,0.3365717828273773
A17DIP6XB46Y2F:validation:B00A8HOYMU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.460318922996521,1.0,0.30772194266319275
A17O7NFFPX9GBP:validation:B0034Y4AF0,tail,,98,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.4231376051902771,1.0,0.3071359694004059
A17PW45P2ASH4K:validation:B005AW85YG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.448547899723053,1.0,0.3116926848888397
A17XZGC1T1Z4Z4:validation:B00009XNSS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3029835522174835,1.0,0.3070521652698517
A181W8GE4TAPVV:validation:B004HKQI9G,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.447366327047348,1.0,0.30870696902275085
A18GJRJKK36UBX:validation:B004Z7H2EQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.57742840051651,1.0,0.3333284258842468
A18GVQXYIUY03C:validation:B008CNPHRS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5746737122535706,1.0,0.31231489777565
A18TDD8ZFMNG4X:validation:B00CG5WVU4,tail,6,6,1,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222,1.0,0,0,0.8576472997665405,1.0,0.3712640404701233
A191RI5TS00M5W:validation:B0042H32JS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.37194401025772095,1.0,0.30769678950309753
A192Z1UVDNK88E:validation:B001G5ZCCE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.466080904006958,1.0,0.3092757761478424
A198OABXLHME55:validation:B007P6HZVO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5268551111221313,1.0,0.33993595838546753
A19AER05KUPWX6:validation:B0006H5WWS,tail,11,9,1,0.0,0.0,1.0,1.0,0.3010299956639812,1.0,1,0,0.8307635188102722,1.0,0.3478465676307678
A19I70I7ALH86Q:validation:B007U7M0WC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.44660887122154236,1.0,0.31115931272506714
