sample_key,user_id,target_group,history_length,passage_index,recency_rank,recency_quartile,history_item,full_legal_ce,removed_legal_ce,removal_improvement,harmful,competitive_steps
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,1,0,0,B009FKNGRA,1.3535235325494643,1.5383696556091213,-0.18484612305965697,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,2,1,0,B009FKNGGQ,1.3535235325494643,1.5040914614994751,-0.1505679289500108,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,3,2,0,B005HO0A1I,1.3535235325494643,1.336783289909306,0.016740242640158387,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,4,3,0,B00AO379NE,1.3535235325494643,1.3931405941642272,-0.03961706161476286,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,5,4,0,B00A0J09C0,1.3535235325494643,1.3927478790282066,-0.03922434647874229,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,6,5,1,B001ECQ55M,1.3535235325494643,1.3794011672337092,-0.025877634684244866,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,7,6,1,B00AE07EGO,1.3535235325494643,1.3682641188302114,-0.014740586280747037,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,8,7,1,B00AE07CPM,1.3535235325494643,1.3286687930423113,0.024854739507153,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,9,8,1,B00AAJTDLI,1.3535235325494643,1.4541350205738202,-0.10061148802435582,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,10,9,1,B0072XR560,1.3535235325494643,1.32649942239118,0.02702411015828443,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,11,10,2,B001T8MN16,1.3535235325494643,1.3737167914707318,-0.020193258921267443,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,12,11,2,B000YZGPKU,1.3535235325494643,1.346070011456618,0.00745352109284636,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,13,12,2,B000YZGP4G,1.3535235325494643,1.3039833307263962,0.049540201823068175,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,14,13,2,B0072XUY7W,1.3535235325494643,1.2782297134394867,0.07529381910997768,1,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,15,14,2,B000YZLP4Q,1.3535235325494643,1.30333101749405,0.05019251505541433,1,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,16,15,3,B000YZJMHS,1.3535235325494643,1.2484332323073204,0.10509030024214394,1,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,17,16,3,B0072XRJ20,1.3535235325494643,1.3414777914682265,0.012045741081237793,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,18,17,3,B0089JVEOK,1.3535235325494643,1.2899605830509888,0.06356294949847552,1,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,19,18,3,B005XIM6J2,1.3535235325494643,1.3582723538080284,-0.004748821258564018,0,3
A100WO06OQR8BQ:33:B002MO780W,A100WO06OQR8BQ,head,20,20,19,3,B007RTR9DS,1.3535235325494643,1.4025738636651492,-0.04905033111568491,0,3
A10G136JEISLVR:10:B00154P3QQ,A10G136JEISLVR,tail,10,1,0,0,B0038U4U3M,5.669081926345825,5.615963459014893,0.05311846733093262,1,2
A10G136JEISLVR:10:B00154P3QQ,A10G136JEISLVR,tail,10,2,1,0,B0038U4TQU,5.669081926345825,5.708024740219116,-0.038942813873291016,0,2
A10G136JEISLVR:10:B00154P3QQ,A10G136JEISLVR,tail,10,3,2,0,B001T8JLRK,5.669081926345825,5.552855968475342,0.1162259578704834,1,2
A10G136JEISLVR:10:B00154P3QQ,A10G136JEISLVR,tail,10,4,3,1,B004MKEMPI,5.669081926345825,5.63972544670105,0.02935647964477539,0,2
