set_id,depth,current_token,assigned_token,descendant_items,current_own_weight,assigned_own_weight,current_margin,assigned_margin
5feceb66ffc86f38,0,123,123,29,0.27518235638737437,0.27518235638737437,0.19303226892967107,0.19303226892967107
5feceb66ffc86f38,0,162,103,89,0.2363728025346878,0.16429122328132376,-0.04907290981456014,0.1463060626763483
5feceb66ffc86f38,0,260,260,110,0.16550152267451784,0.16550152267451784,-0.016339633547835186,-0.016339633547835186
5feceb66ffc86f38,0,643,643,439,0.13891702083724708,0.13891702083724708,0.0020573868108518245,0.0020573868108518245
5feceb66ffc86f38,0,664,664,46,0.2244385742928115,0.2244385742928115,0.21667820921177366,0.21667820921177366
5feceb66ffc86f38,0,687,687,80,0.16356170938939113,0.16356170938939113,0.05897399188424084,0.05897399188424084
5feceb66ffc86f38,0,727,727,66,0.2096471034726486,0.2096471034726486,0.18526831793152682,0.18526831793152682
5feceb66ffc86f38,0,747,747,161,0.20154358768088662,0.20154358768088662,0.06483736557003222,0.06483736557003222
5feceb66ffc86f38,0,768,768,152,0.24088616252770392,0.24088616252770392,-0.040860171682172014,-0.040860171682172014
5feceb66ffc86f38,0,887,20485,238,0.11617364681509434,0.07369008370179717,-0.0002422153222305934,0.06027919988798928
5feceb66ffc86f38,0,945,945,138,0.18219521719550125,0.18219521719550125,-0.00707168727674462,-0.00707168727674462
5feceb66ffc86f38,0,1000,1000,1,0.37215715791913156,0.37215715791913156,0.3677468084191174,0.3677468084191174
5feceb66ffc86f38,0,1043,1043,208,0.17214592220530928,0.17214592220530928,-0.01367699496069677,-0.01367699496069677
5feceb66ffc86f38,0,1044,152,51,0.19014726806349463,0.22530803188631648,0.11503726138204728,0.10879429300996032
5feceb66ffc86f38,0,1076,1076,88,0.17616403210054135,0.17616403210054135,0.022695339287526123,0.022695339287526123
5feceb66ffc86f38,0,1268,3,234,0.1772670511800679,0.13908735887257834,-0.09863854285235607,-0.05998878261727647
5feceb66ffc86f38,0,1453,1268,110,0.11573168060133067,0.2414559323786555,0.062108052441894074,-0.034449661653768476
5feceb66ffc86f38,0,1580,2053,165,0.17693023376526373,0.10947283009391055,-0.10801944476085301,0.011309583369593548
