sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,residual_spread,safety_multiplier,attenuated
A10LDZZNWWD2GY:validation:B000NTZL7U,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30602842569351196,1.0,0
A10Y9550W7Z8CG:validation:B000MOL2GU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30625414848327637,1.0,0
A10YWQ4AAAE29O:validation:B00EX5K1GG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3078809678554535,1.0,0
A10ZA4JE3XITIM:validation:B002S52VU2,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.26926663517951965,1.0,0
A11ED8O95W2103:validation:B001FVSZAK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3369036912918091,1.0,0
A11EXFO14WEJM1:validation:B009Q3JECW,head,3,3,1,1.0,0.5,1.0,1.0,0.5,1.0,0,0,0.271681547164917,1.0,0
A11N2UZ48TJT48:validation:B005F22DJE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.29182079434394836,1.0,0
A11O1Y3VBLI296:validation:B008B68HKA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.26706022024154663,1.0,0
A11PBW07NQR2NR:validation:B002SQW38Q,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3007173240184784,1.0,0
A11TPY4XQKYTZU:validation:B004M13Z7S,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.366264283657074,1.0,0
A11WNE1N8SZDFP:validation:B0015399MG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2890191376209259,1.0,0
A126RFSNWYW21B:validation:B000GL1EEE,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30024394392967224,1.0,0
A12E8O2LHQ74EO:validation:B0037UT3E4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3040810823440552,1.0,0
A1313C3DLBAL73:validation:B00AXE639A,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2807893753051758,1.0,0
A1336TTPYUZKXU:validation:B004L62WS2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3435032367706299,1.0,0
A1356MMYO31WB6:validation:B001EWC5M4,head,9,7,1,1.0,0.3010299956639812,1.0,1.0,0.3333333333333333,1.0,1,0,0.31795990467071533,1.0,0
A13ALI86MWHTGT:validation:B0002MOJ62,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30542296171188354,1.0,0
A13GYW7ACIY06A:validation:B008JNPBYK,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.28998398780822754,1.0,0
A13J2PGKNMJG1K:validation:B004478GDS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3623943328857422,1.0,0
A13KY55EVOPUGF:validation:B000M3QJPU,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30143415927886963,1.0,0
A13PCCEY84UW1K:validation:B001BKX0V4,head,23,31,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.35863780975341797,1.0,0
A146J614ZNX0BT:validation:B00GA675FQ,tail,,85,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.26789143681526184,1.0,0
A14C65X2PJPQMT:validation:B00CP4J7OY,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.3075801134109497,1.0,0
A14CVEI1DOKF7Q:validation:B00160JPMC,tail,6,7,1,1.0,0.3562071871080222,1.0,1.0,0.3333333333333333,1.0,1,0,0.3405568599700928,1.0,0
A14CW5YAG08MO6:validation:B006O6EPP0,tail,12,9,1,0.0,0.0,1.0,1.0,0.3010299956639812,1.0,1,0,0.3303878903388977,1.0,0
A14E7LZASLSX36:validation:B00FBW5E7G,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.32661235332489014,1.0,0
A14ENWEKTHCBXR:validation:B004P9591C,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33115309476852417,1.0,0
A14LQ0GV9JXT6F:validation:B00CMNX7VW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31544655561447144,1.0,0
A14OQ67LM79KW3:validation:B00FAQVY5E,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31681573390960693,1.0,0
A14PZVC6FDG1FL:validation:B007Q0OQCK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3081738352775574,1.0,0
A14QQFIVO73XG9:validation:B00BN6QAXQ,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.3045502305030823,1.0,0
A14VE1EM6EIFLS:validation:B00G4T7LC6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3425350785255432,1.0,0
A14WVDQ9TWYB93:validation:B00EEWAFSM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3306136727333069,1.0,0
A14ZCQ9EUWPCV4:validation:B0051EZAI2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31903910636901855,1.0,0
A150V36Q39CNU2:validation:B006O6FMOI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33493393659591675,1.0,0
A156PKEO21TGZ9:validation:B00006JZCS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.32620084285736084,1.0,0
A15EUA6JKON9AI:validation:B003P4TW70,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3617919683456421,1.0,0
A15VYUTPS6KSJI:validation:B001DI4VN0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3590908944606781,1.0,0
A1672J4AWS5E6G:validation:B0012NSMEK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31835228204727173,1.0,0
A16N4QIGE921LK:validation:B00073JTQQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30931609869003296,1.0,0
A16Z2OECAUX8Z4:validation:B00CKH9URU,head,16,8,1,0.0,0.0,1.0,1.0,0.31546487678572877,1.0,1,0,0.3599909543991089,1.0,0
A178RZD8XBU145:validation:B007Y9N46W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3077664375305176,1.0,0
A17CP110C6E9KF:validation:B00804BDBI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30216002464294434,1.0,0
A17ENFSHA5PSI8:validation:B000FH18FY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3017506003379822,1.0,0
A17G0JG8F053K1:validation:B00CNBGUJE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31372037529945374,1.0,0
A17GPKMH59TVTW:validation:B00B2HH10M,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3129667043685913,1.0,0
