user,stratum,history_length,lp_current,lp_equal_fine_norm,lp_zero_all_position,norm_only_gain,zero_position_delta
AIB5B9WTNVEKC,tail_hit,5,-0.7961300015449524,-1.0413434505462646,-0.9946277141571045,-0.24521344900131226,-0.1984977126121521
A08409921GVN7C8RD97CV,tail_hit,3,-0.5785069465637207,-3.343808889389038,-0.6063836216926575,-2.7653019428253174,-0.027876675128936768
A17S9Q2RZW4NVJ,tail_hit,3,-0.6913447976112366,-0.4535067677497864,-0.8117157220840454,0.2378380298614502,-0.12037092447280884
A1CBCTJ0VF4RI1,tail_hit,3,-0.765282154083252,-1.4314087629318237,-0.7202312350273132,-0.6661266088485718,0.04505091905593872
A2A5DGNAJRHSH,tail_hit,5,-0.28772348165512085,-0.389125794172287,-0.4122040271759033,-0.10140231251716614,-0.12448054552078247
A23RZIU0N8K2KR,tail_hit,20,-0.7567293643951416,-0.9812040328979492,-0.7965167164802551,-0.22447466850280762,-0.039787352085113525
A2UXV0M5RRYT0L,tail_hit,3,-0.8186981081962585,-1.7234374284744263,-0.8914405107498169,-0.9047393202781677,-0.07274240255355835
A2900PFIZYAJ0H,tail_hit,3,-0.11720112711191177,-0.06356237083673477,-0.22173187136650085,0.053638756275177,-0.10453074425458908
A1RLP0R1N8H8C4,tail_hit,11,-0.8494237065315247,-0.7935025095939636,-0.8548455238342285,0.055921196937561035,-0.005421817302703857
A3G3UIABN8BEFH,tail_hit,3,-0.074092797935009,-0.052360765635967255,-0.8081012964248657,0.021732032299041748,-0.7340084984898567
AZKN9KO2ECFFZ,tail_hit,5,-0.1315697431564331,-0.034817565232515335,-0.3024918735027313,0.09675217792391777,-0.17092213034629822
AQNNNYLDZEY2H,tail_hit,4,-0.7904810905456543,-1.6118566989898682,-0.7055245637893677,-0.8213756084442139,0.08495652675628662
ASYVI9TLV4WPI,tail_hit,3,-0.5753403306007385,-0.6168347597122192,-0.547117292881012,-0.04149442911148071,0.028223037719726562
A3AHOSISKNBLZ6,tail_hit,14,-0.033861346542835236,-0.012133990414440632,-0.2542394697666168,0.021727356128394604,-0.22037812322378159
A1R75AU7A2K4VR,tail_hit,3,-0.7474482655525208,-1.7789418697357178,-0.9656475782394409,-1.031493604183197,-0.21819931268692017
A1HFSY6W8LJNJM,tail_hit,9,-0.30396077036857605,-0.050205498933792114,-0.5501100420951843,0.25375527143478394,-0.24614927172660828
ADJGWYUDUXXB7,tail_hit,3,-0.20495903491973877,-0.13985933363437653,-0.2595372498035431,0.06509970128536224,-0.05457821488380432
AEDW02H5TT0LJ,tail_hit,5,-0.9015401601791382,-1.4161068201065063,-1.1821491718292236,-0.5145666599273682,-0.28060901165008545
A4R79I9TIZDPR,tail_hit,4,-0.4767313003540039,-0.9605182409286499,-0.6331959962844849,-0.483786940574646,-0.15646469593048096
A2JO2R4FX91KD2,tail_hit,6,-0.6039398908615112,-0.561837375164032,-1.0176243782043457,0.04210251569747925,-0.4136844873428345
A25FX5SH169PWQ,tail_hit,3,-0.8885330557823181,-1.8247274160385132,-0.30619996786117554,-0.9361943602561951,0.5823330879211426
A3FNDWADUT516X,tail_hit,4,-0.8790567517280579,-1.1443554162979126,-0.8868411779403687,-0.26529866456985474,-0.007784426212310791
A2K4HN6EECBNR3,tail_hit,20,-0.8269520401954651,-0.8668063879013062,-1.960595965385437,-0.039854347705841064,-1.133643925189972
A3BE0FXM74OHSK,tail_hit,4,-0.41551724076271057,-0.4938826560974121,-0.9775853753089905,-0.07836541533470154,-0.5620681345462799
A3VEY6S5325K20,tail_hit,4,-0.8713321089744568,-1.0106422901153564,-0.8639948964118958,-0.13931018114089966,0.007337212562561035
A3B8498BJESEGB,tail_hit,3,-0.06709475070238113,-0.1289471536874771,-0.12509311735630035,-0.06185240298509598,-0.05799836665391922
A2KZ88FJPSBU8E,tail_hit,5,-0.8030425906181335,-2.7331795692443848,-0.538398027420044,-1.9301369786262512,0.2646445631980896
AVELT2UOALKEM,tail_hit,4,-0.46584048867225647,-0.5100212097167969,-0.39190563559532166,-0.044180721044540405,0.07393485307693481
A6LD1EKWZB49M,tail_hit,3,-0.16049699485301971,-0.20919832587242126,-0.21983031928539276,-0.04870133101940155,-0.05933332443237305
A3NQHL0D2ODQQL,tail_hit,6,-0.001393940532580018,-0.0005256857839412987,-0.06967546790838242,0.0008682547486387193,-0.0682815273758024
A2LBR5V8W5JCHD,tail_hit,9,-0.8731130361557007,-1.3164392709732056,-0.6987005472183228,-0.4433262348175049,0.17441248893737793
A1I1PLTN223ERB,tail_hit,3,-0.34258177876472473,-1.8710566759109497,-0.3745301067829132,-1.528474897146225,-0.03194832801818848
A2CQCK7SRD2J02,tail_hit,4,-0.5862621665000916,-2.9350383281707764,-0.3447495400905609,-2.348776161670685,0.24151262640953064
A1BVALMLWA8IW3,tail_hit,3,-0.5849550366401672,-0.49823063611984253,-0.7764269709587097,0.08672440052032471,-0.19147193431854248
