sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,gate_probability,gate_applied,residual_spread
A0614215ICIJ7IVV472R:validation:B0091W3622,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9863162636756897,1,0.35702866315841675
A0908131Z7BWYSMRQ16T:validation:B0069FDR96,head,10,10,1,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879,1.0,0,0,0.760982871055603,1,0.3379819691181183
A1059MG8KDS2AL:validation:B0067H6JGY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2709139883518219,1,0.34107354283332825
A10C5CJK1YKGV0:validation:B00A0J09GG,head,29,29,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.39395856857299805,1,0.33400434255599976
A10EA0CWQ2AC58:validation:B00EDY0IJM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7199819684028625,1,0.342252254486084
A10IKD1NJ5UYYP:validation:B003V21WO2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.1712048351764679,1,0.33587002754211426
A10LKWO19E9V2G:validation:B003S16H5A,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8468132019042969,1,0.3383961617946625
A10M94ASQEBL56:validation:B00GTBZWPW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4468197822570801,1,0.33816009759902954
A10O9LX8PH1J8M:validation:B00027DMI8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9359807968139648,1,0.3560953438282013
A11DLWWD0138XT:validation:B004VMGU8E,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3752347230911255,1,0.3392248749732971
A11LJ8I7OAG5R6:validation:B003MJG19K,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7177338600158691,1,0.3372536301612854
A11LNY2OLQSUSV:validation:B00AE07932,head,6,6,1,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222,1.0,0,0,0.9068261384963989,1,0.3351455628871918
A11PKTC7A95ST:validation:B001KYO1QO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5435764789581299,1,0.3399336040019989
A11WYHDB1YEZOX:validation:B00B5LOQZI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5028522610664368,1,0.3385646939277649
A124ZI1G2QER1D:validation:B00BKH9HRE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8499153852462769,1,0.3400484323501587
A125XVN95UDZWO:validation:B009T8GA12,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6819361448287964,1,0.34759774804115295
A12AMCBUFJYX9H:validation:B000RYSXWG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7718034386634827,1,0.3396551311016083
A12EYRFV8UVIYN:validation:B000BD0SEE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9947105646133423,1,0.3812357783317566
A12FEE2DLDKX28:validation:B001ET76EY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6161746382713318,1,0.338789165019989
A12HMEFOXS3XJZ:validation:B003G0UO48,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6085357666015625,1,0.33525073528289795
