sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,residual_spread,safety_multiplier,attenuated
A0614215ICIJ7IVV472R:validation:B0091W3622,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.35702866315841675,1.0,0
A0908131Z7BWYSMRQ16T:validation:B0069FDR96,head,10,10,1,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879,1.0,0,0,0.3379819691181183,1.0,0
A1059MG8KDS2AL:validation:B0067H6JGY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.34107354283332825,1.0,0
A10C5CJK1YKGV0:validation:B00A0J09GG,head,29,29,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.33400434255599976,1.0,0
A10EA0CWQ2AC58:validation:B00EDY0IJM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.342252254486084,1.0,0
A10IKD1NJ5UYYP:validation:B003V21WO2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33587002754211426,1.0,0
A10LKWO19E9V2G:validation:B003S16H5A,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3383961617946625,1.0,0
A10M94ASQEBL56:validation:B00GTBZWPW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33816009759902954,1.0,0
A10O9LX8PH1J8M:validation:B00027DMI8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3560953438282013,1.0,0
A11DLWWD0138XT:validation:B004VMGU8E,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3392248749732971,1.0,0
A11LJ8I7OAG5R6:validation:B003MJG19K,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3372536301612854,1.0,0
A11LNY2OLQSUSV:validation:B00AE07932,head,6,6,1,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222,1.0,0,0,0.3351455628871918,1.0,0
A11PKTC7A95ST:validation:B001KYO1QO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3399336040019989,1.0,0
A11WYHDB1YEZOX:validation:B00B5LOQZI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3385646939277649,1.0,0
A124ZI1G2QER1D:validation:B00BKH9HRE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3400484323501587,1.0,0
A125XVN95UDZWO:validation:B009T8GA12,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.34759774804115295,1.0,0
A12AMCBUFJYX9H:validation:B000RYSXWG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3396551311016083,1.0,0
A12EYRFV8UVIYN:validation:B000BD0SEE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3812357783317566,1.0,0
A12FEE2DLDKX28:validation:B001ET76EY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.338789165019989,1.0,0
A12HMEFOXS3XJZ:validation:B003G0UO48,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33525073528289795,1.0,0
A13F3AIRL9OZ1G:validation:B003NXM9HS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33928120136260986,1.0,0
A13GZCHAMKWYBT:validation:B00I6CRX04,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3544701933860779,1.0,0
A13WEKTB63G78Y:validation:B004BYUQG4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3378056287765503,1.0,0
A13X7XBBT1DN8U:validation:B00HD7SCLM,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3371962904930115,1.0,0
A1486KL0IOM7VM:validation:B008U2Y9BQ,head,6,6,1,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222,1.0,0,0,0.3279360234737396,1.0,0
A14ARSM0EG9ZGU:validation:B002BAOMAG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3385334014892578,1.0,0
A14GJ870I7DW79:validation:B00A76CPUA,head,8,7,1,1.0,0.31546487678572877,1.0,1.0,0.3333333333333333,1.0,1,0,0.3382483124732971,1.0,0
A14IYP5WJSNO73:validation:B00094O6D4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33897799253463745,1.0,0
