user,stratum,history_length,lp_current,lp_equal_fine_norm,lp_zero_all_position,norm_only_gain,zero_position_delta
A25TXSIR8Y3UVP,tail_hit,4,-0.31407368183135986,-0.5909982919692993,-0.5585644245147705,-0.27692461013793945,-0.24449074268341064
AHCB4316MB6UM,tail_hit,6,-0.9338075518608093,-1.2012097835540771,-0.8742395639419556,-0.2674022316932678,0.05956798791885376
A1C0W201MKSOZY,tail_hit,4,-0.7375912666320801,-0.7476955652236938,-0.9730352163314819,-0.01010429859161377,-0.23544394969940186
AMGW8SB0S2B72,tail_hit,6,-1.5179100036621094,-2.0596508979797363,-1.1088265180587769,-0.541740894317627,0.4090834856033325
ARE1X8Z9127UW,tail_hit,5,-0.2434488832950592,-0.5022313594818115,-0.6100130677223206,-0.2587824761867523,-0.36656418442726135
A2XMO247S0NBJ0,tail_hit,4,-0.3849300146102905,-0.5522972941398621,-0.4407881200313568,-0.16736727952957153,-0.055858105421066284
A33VUWZDC1Z0I5,tail_hit,3,-1.26436448097229,-2.1233959197998047,-1.5330568552017212,-0.8590314388275146,-0.26869237422943115
A2AWNEMZO6BZX7,tail_hit,3,-1.0073750019073486,-0.6979160904884338,-1.099982500076294,0.3094589114189148,-0.09260749816894531
A14AJAMALII28Q,tail_hit,3,-1.059966802597046,-2.09716534614563,-1.0450583696365356,-1.037198543548584,0.014908432960510254
A2Y87U9VKGRAAW,tail_hit,8,-0.07096727192401886,-0.2681575119495392,-0.3996009826660156,-0.19719024002552032,-0.32863371074199677
A2PIGZCDGM4NJ7,tail_hit,3,-0.003828073386102915,-0.00854528695344925,-0.012318016961216927,-0.0047172135673463345,-0.008489943575114012
A1ZIDT0XJA10IR,tail_hit,3,-0.27754807472229004,-0.42588114738464355,-1.9101715087890625,-0.14833307266235352,-1.6326234340667725
A3U0S17XYK8XMJ,tail_hit,14,-1.2083699703216553,-3.7790045738220215,-2.041581630706787,-2.570634603500366,-0.8332116603851318
A36SJGHQRKW92R,tail_hit,3,-0.28649666905403137,-0.07356642186641693,-0.5613062381744385,0.21293024718761444,-0.2748095691204071
A19OB162NGPFV4,tail_hit,3,-0.9023737907409668,-1.1359641551971436,-0.7533620595932007,-0.23359036445617676,0.1490117311477661
